"route.id","AOU","RouteDataID","countrynum","statenum","Route","RPID","year","Stop1","Stop2","Stop3","Stop4","Stop5","Stop6","Stop7","Stop8","Stop9","Stop10","Stop11","Stop12","Stop13","Stop14","Stop15","Stop16","Stop17","Stop18","Stop19","Stop20","Stop21","Stop22","Stop23","Stop24","Stop25","Stop26","Stop27","Stop28","Stop29","Stop30","Stop31","Stop32","Stop33","Stop34","Stop35","Stop36","Stop37","Stop38","Stop39","Stop40","Stop41","Stop42","Stop43","Stop44","Stop45","Stop46","Stop47","Stop48","Stop49","Stop50","Latin.name","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID"
"840_18_102",7590,6355957,840,18,102,101,2014,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Catharus_guttatus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7590,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Catharus_guttatus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4880,6355957,840,18,102,101,2014,1,4,2,2,6,4,8,3,4,3,3,1,4,4,3,2,4,3,2,1,2,2,0,0,0,3,0,0,1,1,0,2,3,0,0,0,0,3,0,0,1,1,0,4,0,0,2,0,0,0,"Corvus_brachyrhynchos","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4520,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myiarchus_crinitus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4050,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dryocopus_pileatus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5290,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"Spinus_tristis","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4120,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colaptes_auratus_auratus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5810,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Melospiza_melodia","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7180,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thryothorus_ludovicianus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6590,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setophaga_pensylvanica","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4880,6341564,840,18,102,101,2011,3,3,6,2,5,3,2,4,5,0,4,0,4,2,3,1,0,0,1,0,0,0,1,1,0,1,2,5,3,1,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corvus_brachyrhynchos","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4020,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sphyrapicus_varius","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5190,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Haemorhous_mexicanus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5840,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Melospiza_georgiana","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6240,6352097,840,18,102,101,2013,0,0,0,0,0,0,1,4,4,1,0,1,2,0,0,2,1,1,0,1,1,0,2,0,1,0,0,1,1,1,0,1,1,1,1,0,2,3,2,2,1,3,1,1,2,0,1,2,3,2,"Vireo_olivaceus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4020,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Sphyrapicus_varius","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6590,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Setophaga_pensylvanica","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6360,6355957,840,18,102,101,2014,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mniotilta_varia","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",3250,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Cathartes_aura","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4610,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Contopus_virens","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6360,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mniotilta_varia","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7270,6355957,840,18,102,101,2014,0,0,0,1,0,0,0,0,1,0,1,2,0,0,2,2,1,0,1,1,2,0,0,1,1,0,0,1,1,1,2,1,0,1,2,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,"Sitta_carolinensis","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6590,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setophaga_pensylvanica","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4950,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Molothrus_ater","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7180,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thryothorus_ludovicianus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4230,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Chaetura_pelagica","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7180,6355957,840,18,102,101,2014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thryothorus_ludovicianus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6240,6341564,840,18,102,101,2011,0,0,0,1,1,0,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,0,2,1,1,2,1,1,2,3,3,1,1,1,3,1,2,1,1,2,2,1,1,"Vireo_olivaceus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6620,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Setophaga_fusca","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4230,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chaetura_pelagica","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6670,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Setophaga_virens","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6670,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Setophaga_virens","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7610,6345128,840,18,102,101,2012,2,2,2,2,5,1,2,2,2,0,0,2,0,0,0,0,0,2,0,0,2,2,1,0,3,2,2,0,0,0,1,1,3,0,2,0,0,0,2,0,2,0,2,1,1,2,0,0,0,0,"Turdus_migratorius","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4670,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Empidonax_minimus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",3870,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Coccyzus_americanus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7610,6352097,840,18,102,101,2013,3,0,3,1,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,"Turdus_migratorius","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7610,6341564,840,18,102,101,2011,5,2,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,2,1,1,0,2,1,0,3,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,1,0,1,"Turdus_migratorius","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6670,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Setophaga_virens","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6130,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Hirundo_rustica","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6810,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Geothlypis_trichas","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5110,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quiscalus_quiscula","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4980,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Agelaius_phoeniceus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4930,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sturnus_vulgaris","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7180,6352097,840,18,102,101,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thryothorus_ludovicianus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5810,6341564,840,18,102,101,2011,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Melospiza_melodia","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7610,6355957,840,18,102,101,2014,3,4,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,2,0,1,1,0,1,2,0,0,0,2,1,1,0,1,1,0,1,0,1,0,0,"Turdus_migratorius","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4770,6345128,840,18,102,101,2012,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,"Cyanocitta_cristata","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6810,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,"Geothlypis_trichas","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",3160,6355957,840,18,102,101,2014,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Zenaida_macroura","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",3160,6341564,840,18,102,101,2011,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,"Zenaida_macroura","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6080,6355957,840,18,102,101,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Piranga_olivacea","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4050,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dryocopus_pileatus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6590,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Setophaga_pensylvanica","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6710,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setophaga_pinus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6270,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vireo_gilvus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7550,6355957,840,18,102,101,2014,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Hylocichla_mustelina","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7550,6345128,840,18,102,101,2012,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Hylocichla_mustelina","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5600,6355957,840,18,102,101,2014,2,1,2,1,2,2,4,0,2,1,0,0,0,1,1,0,0,2,3,2,0,0,0,1,3,1,1,1,2,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,"Spizella_passerina","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6882,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Passer_domesticus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6080,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Piranga_olivacea","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4770,6352097,840,18,102,101,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyanocitta_cristata","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5600,6352097,840,18,102,101,2013,0,2,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,"Spizella_passerina","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",1940,6355957,840,18,102,101,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ardea_herodias","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7210,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Troglodytes_aedon","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7660,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sialia_sialis","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7210,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Troglodytes_aedon","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6710,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setophaga_pinus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6080,6352097,840,18,102,101,2013,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Piranga_olivacea","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4090,6352097,840,18,102,101,2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Melanerpes_carolinus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7560,6345128,840,18,102,101,2012,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,"Catharus_fuscescens","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7210,6345128,840,18,102,101,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Troglodytes_aedon","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5930,6355957,840,18,102,101,2014,2,2,2,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cardinalis_cardinalis","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6190,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bombycilla_cedrorum","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6730,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setophaga_discolor","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",5630,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spizella_pusilla","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",7040,6341564,840,18,102,101,2011,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Dumetella_carolinensis","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6730,6352097,840,18,102,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Setophaga_discolor","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6270,6341564,840,18,102,101,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vireo_gilvus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",6520,6355957,840,18,102,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Setophaga_petechia","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
"840_18_102",4090,6341564,840,18,102,101,2011,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Melanerpes_carolinus","NEW HARTFORD",1,41.7378788,-72.9270422,12,14,1,1
